age,gender,weight_kg,height_cm,activity_level,goal,sleep_hours,phone_before_sleep,meals_per_day,junk_food_per_week,water_l_per_day,fruit_veg_servings,stress_score,daily_calorie_need,sleep_quality,diet_score,diet_quality,height_m,bmi,bmr,activity_mult,goal_num,phone_sleep_ratio,diet_score_v2,gender_num,sleep_label,diet_label
34,male,80.8,175.2,moderate,lose,8.1,45.67726757819758,5,4,3.39,5,2.335774126737484,2258,good,2,avg,1.7519999999999998,26.323471153645674,1738.0,1.55,-1,5.639168140620919,2,1,1,0
22,male,75.1,162.3,sedentary,maintain,4.6,70.37724629815426,4,3,1.28,2,1.4166887225401992,1902,poor,-1,poor,1.6230000000000002,28.510372878473294,1660.375,1.2,0,15.299398043207875,-1,1,2,2
46,male,56.5,168.7,moderate,gain,5.4,26.721728885279116,3,2,1.92,5,2.739748956606145,2428,poor,4,good,1.6869999999999998,19.852640699881135,1394.375,1.55,1,4.948467395705873,4,1,2,1
21,male,69.1,169.3,moderate,lose,7.5,27.681268610946542,4,2,1.69,3,2.6415403581333408,2157,avg,2,avg,1.693,24.108163666171357,1649.125,1.55,-1,3.690835322681496,2,1,0,0
27,female,66.0,174.6,moderate,maintain,6.4,33.62274479886391,2,0,1.32,5,3.30422451943095,2223,avg,5,good,1.746,21.649878170231027,1455.25,1.55,0,5.253553053954821,5,0,0,1
41,male,49.1,173.5,sedentary,lose,9.0,0.0,3,0,1.42,5,3.139091977051056,1157,good,5,good,1.735,16.311073092542916,1375.375,1.2,-1,0.0,5,1,1,1
34,male,61.7,188.5,light,lose,5.8,0.0,3,0,2.85,1,2.9418400727836964,1860,poor,2,avg,1.885,17.364506891626622,1630.125,1.375,-1,0.0,2,1,2,0
27,male,67.8,165.8,light,gain,8.2,0.0,5,1,2.62,2,2.674357720982823,2372,good,2,avg,1.6580000000000001,24.663836994591414,1584.25,1.375,1,0.0,2,1,1,0
34,male,68.6,173.5,light,lose,6.2,61.03146317216638,3,0,1.53,1,3.198344998787664,1898,avg,2,avg,1.735,22.788994178176047,1605.375,1.375,-1,9.843782794900578,2,1,0,0
45,female,52.2,191.2,light,maintain,7.3,21.85085062985223,3,0,2.27,3,3.2853346158562697,1806,avg,4,good,1.912,14.278899178935944,1331.0,1.375,0,2.9932667995322504,4,0,0,1
37,female,83.8,164.7,sedentary,maintain,5.9,49.60944646263671,4,3,2.45,5,3.784652154674943,1719,poor,3,good,1.6469999999999998,30.892767811358002,1521.375,1.2,0,8.408379331230064,3,0,2,1
41,male,68.8,171.3,sedentary,lose,7.7,23.53676328660794,3,3,0.99,2,2.8368679914937687,1428,good,-1,poor,1.713,23.446267323571096,1558.625,1.2,-1,3.0567221077773805,-1,1,1,2
22,male,70.5,161.5,sedentary,gain,8.4,0.0,3,2,1.82,3,4.409422256288991,2126,good,2,avg,1.615,27.029876640243845,1609.375,1.2,1,0.0,2,1,1,0
19,male,74.8,170.7,sedentary,maintain,7.3,51.65151596950521,3,2,2.61,2,3.23213587023256,2102,avg,1,avg,1.7069999999999999,25.670513468611453,1724.875,1.2,0,7.075549163555623,1,1,0,0
23,female,60.5,163.0,light,maintain,9.5,7.775541725850932,4,2,0.3,0,2.045617683490746,1863,good,-2,poor,1.63,22.770898415446574,1347.75,1.375,0,0.8184779902497834,-2,0,1,2
38,female,75.5,179.4,sedentary,maintain,6.1,44.49678174780099,4,3,1.75,1,3.556788563411959,1747,avg,-1,poor,1.794,23.458599145671997,1525.25,1.2,0,7.294553189057017,-1,0,0,2
19,female,65.6,171.3,sedentary,maintain,7.1,53.08759200412702,3,2,2.03,3,4.10268452801476,1766,avg,2,avg,1.713,22.35574326200965,1470.625,1.2,0,7.477124581267949,2,0,0,0
30,female,59.2,161.6,moderate,maintain,8.1,28.892338001868737,3,1,1.67,4,3.472933859009338,1974,good,4,good,1.6159999999999999,22.66934614253505,1291.0,1.55,0,3.5669548685078856,4,0,1,1
47,male,76.9,177.6,active,lose,5.8,41.852111872641146,5,2,1.56,1,4.033984876414795,2503,poor,0,poor,1.776,24.380376998620243,1649.0,1.725,-1,7.215880113234661,0,1,2,2
28,female,87.9,171.6,light,gain,7.1,0.0,2,3,2.3,1,3.3717781465701946,2477,avg,-1,poor,1.716,29.850685445091045,1650.5,1.375,1,0.0,-1,0,0,2
28,female,78.7,178.6,light,maintain,7.9,103.12560288602285,3,2,2.01,5,2.6350608116916034,2084,good,4,good,1.786,24.672424192644293,1602.25,1.375,0,13.053872130651989,4,0,1,1
33,male,81.1,159.7,active,lose,8.2,41.003199916124245,2,0,0.33,3,3.738032788078536,2428,good,3,good,1.597,31.79882128709552,1649.125,1.725,-1,5.000389623870077,3,1,1,1
28,male,63.8,173.3,moderate,gain,8.5,49.53065437988752,2,4,1.73,1,1.0,2741,good,-2,poor,1.733,21.243376844519453,1586.125,1.55,1,5.827135123853224,-2,1,1,2
36,female,50.8,177.0,light,maintain,5.9,53.35628063924665,5,0,0.9,3,2.4130412641300385,1892,poor,3,good,1.77,16.215008458616616,1273.25,1.375,0,9.043435863696743,3,0,2,1
32,female,87.9,166.2,moderate,maintain,7.4,26.520597851920165,3,1,2.08,0,3.2864279076644616,2526,avg,0,poor,1.662,31.821953455234226,1596.75,1.55,0,3.5838640902778476,0,0,0,2
42,female,94.7,158.7,light,lose,5.3,31.943570933595304,4,1,1.37,1,2.543493812077253,1702,poor,0,poor,1.587,37.600716915041836,1567.875,1.375,-1,6.027087718208978,0,0,2,2
40,female,88.5,169.6,moderate,gain,6.1,57.12398918988431,4,2,2.32,4,2.4720540209536925,2667,avg,3,good,1.696,30.76745505517978,1584.0,1.55,1,9.36458685660614,3,0,0,1
40,male,66.0,181.1,very_active,gain,6.8,20.806786816687968,3,2,0.33,3,3.5287769121725936,3326,avg,1,avg,1.811,20.12366295791624,1596.875,1.9,1,3.0598211407157097,1,1,0,0
33,male,56.1,180.1,light,maintain,8.5,39.7783806921864,2,2,1.8,0,1.4715229503223088,2220,good,-1,poor,1.801,17.295592152055693,1526.625,1.375,0,4.679808942632643,-1,1,1,2
48,female,57.2,166.1,active,maintain,7.7,41.69451143158014,4,1,1.96,0,3.698421763679112,2077,good,0,poor,1.661,20.73274298176715,1209.125,1.725,0,5.414870911260938,0,0,1,2
28,female,49.8,158.5,light,maintain,7.1,11.6372201921772,4,3,0.81,2,3.8613908253512856,1606,avg,-1,poor,1.585,19.823065211117633,1187.625,1.375,0,1.6390448666383568,-1,0,0,2
39,female,68.7,166.1,light,lose,7.6,41.09484723463802,2,2,2.39,3,2.768620888920668,1519,good,2,avg,1.661,24.901039210618936,1369.125,1.375,-1,5.407216029923946,2,0,1,0
33,female,89.3,165.8,light,maintain,7.7,0.0,5,0,2.55,3,1.9448157746788892,2168,good,4,good,1.6580000000000001,32.48496524508869,1603.25,1.375,0,0.0,4,0,1,1
25,female,68.3,174.0,moderate,lose,7.5,52.949060348827686,5,2,2.14,3,2.291569248173253,1885,avg,2,avg,1.74,22.559122737481832,1484.5,1.55,-1,7.059873771860522,2,0,0,0
21,male,73.6,169.1,sedentary,gain,6.3,69.24677981505258,4,4,1.38,2,4.227941713995139,2321,avg,-2,poor,1.6909999999999998,25.738936541281447,1692.875,1.2,1,10.991550606905074,-2,1,0,2
25,male,86.5,163.2,moderate,lose,5.8,52.64340358829229,2,2,0.69,0,2.6697429937066337,2337,poor,-2,poor,1.632,32.47699202229912,1765.0,1.55,-1,9.076447329628442,-2,1,2,2
21,male,65.2,179.9,moderate,maintain,6.7,67.43234651613037,3,0,1.48,4,2.8058720651449858,2540,avg,4,good,1.7990000000000002,20.145834833198972,1676.375,1.55,0,10.064527828597393,4,1,0,1
41,female,94.4,171.3,light,maintain,6.0,10.945022666765382,2,0,2.19,2,1.5337366197452085,2140,poor,3,good,1.713,32.17045981606267,1648.625,1.375,0,1.8241701404325403,3,0,2,1
42,female,93.9,173.9,sedentary,lose,7.8,24.375625841189645,4,4,3.05,3,3.4653155705555925,1627,good,0,poor,1.739,31.050344877073368,1654.875,1.2,-1,3.1250798353986937,0,0,1,2
20,male,68.4,154.5,sedentary,maintain,9.0,33.1357022128712,5,4,2.29,5,2.0672515030651986,1961,good,2,avg,1.545,28.654915637666136,1554.625,1.2,0,3.681744281236325,2,1,1,0
49,male,63.1,148.2,moderate,maintain,7.7,33.220318196893906,3,3,0.62,3,1.0,1960,good,0,poor,1.482,28.729823104423573,1317.25,1.55,0,4.31432647825551,0,1,1,2
20,female,78.4,157.1,active,maintain,4.6,19.067579071408773,3,0,1.92,3,2.647934751291876,2499,poor,4,good,1.571,31.766084923224536,1504.875,1.725,0,4.145124983974736,4,0,2,1
44,male,65.8,165.7,light,lose,6.2,7.17125340751052,4,1,2.14,4,3.3185426815603143,1546,avg,4,good,1.6569999999999998,23.965190015184028,1478.625,1.375,-1,1.156653588847892,4,1,0,1
46,female,56.1,175.2,moderate,maintain,7.0,73.17416594208953,5,3,0.75,5,2.855962901146168,1856,avg,2,avg,1.7519999999999998,18.27656846187528,1265.0,1.55,0,10.453450784091249,2,0,0,0
49,female,85.4,148.9,sedentary,gain,5.1,9.17339841358636,4,1,1.72,3,2.0321023823944566,1916,poor,3,good,1.489,38.51842096123757,1378.625,1.2,1,1.7987052186041455,3,0,2,1
35,male,84.6,184.3,light,maintain,7.0,71.40974194680862,2,2,2.62,2,1.6708510728257948,2624,avg,1,avg,1.8430000000000002,24.906900889670958,1827.875,1.375,0,10.201390249345481,1,1,0,0
46,male,71.9,171.5,light,maintain,7.6,42.37736268652292,5,1,2.12,3,3.1576781079733127,2229,good,3,good,1.715,24.445596647655314,1565.875,1.375,0,5.5759680408624845,3,1,1,1
43,male,54.8,182.2,moderate,lose,8.8,35.0754266754057,5,0,1.23,0,3.67601545935663,1823,good,0,poor,1.8219999999999998,16.507595301239515,1476.75,1.55,-1,3.9858434874502517,0,1,1,2
36,female,55.2,162.0,very_active,maintain,9.4,43.57468127845581,2,3,2.39,5,5.0,2405,good,3,good,1.62,21.033379058070413,1223.5,1.9,0,4.635603898175736,3,0,1,1
36,female,71.3,174.5,active,maintain,5.5,68.08609824707982,5,0,1.93,0,1.4593873249281009,2547,poor,1,avg,1.745,23.415242896199537,1462.625,1.725,0,12.37928833959845,1,0,2,0
38,male,64.0,170.8,sedentary,maintain,6.8,0.0,3,0,2.86,0,2.5600920407751078,1769,avg,1,avg,1.7080000000000002,21.938364165875967,1522.5,1.2,0,0.0,1,1,0,0
22,female,65.9,177.4,moderate,lose,6.9,38.97848440461381,3,2,0.89,5,3.6460025697314538,1946,avg,3,good,1.774,20.940072626145668,1496.75,1.55,-1,5.649054892109987,3,0,0,1
35,female,82.3,167.9,sedentary,lose,6.1,33.725130879504555,4,1,1.64,3,2.871025874701002,1531,avg,3,good,1.679,29.19432530424353,1536.375,1.2,-1,5.528709073900899,3,0,0,1
45,female,78.8,174.3,sedentary,maintain,7.1,34.64856596987983,2,3,0.66,5,4.475695810266602,1819,avg,2,avg,1.743,25.93769883237564,1491.375,1.2,0,4.880079026732508,2,0,0,0
27,male,86.5,179.9,sedentary,lose,6.9,53.51259871843486,3,1,1.37,2,2.4807334534450667,1913,avg,1,avg,1.7990000000000002,26.72721952563974,1859.375,1.2,-1,7.755447965650274,1,1,0,0
46,female,58.1,164.1,light,maintain,7.8,14.740109428911811,5,1,2.61,0,3.7660726561846434,1709,good,0,poor,1.641,21.575405671472303,1215.625,1.375,0,1.8897573768146712,0,0,1,2
39,male,65.9,172.2,moderate,maintain,8.8,1.2277256787049176,5,1,2.71,0,1.793092778607634,2416,good,0,poor,1.722,22.22384095418854,1545.25,1.55,0,0.1395142658171195,0,1,1,2
38,male,79.1,153.0,light,gain,7.2,0.0,4,2,3.4,5,5.0,2355,avg,4,good,1.53,33.79042248707762,1562.25,1.375,1,0.0,4,1,0,1
23,female,75.4,176.3,active,lose,6.4,7.316244119392309,5,0,1.51,1,3.929234227580433,2259,avg,2,avg,1.7630000000000001,24.25865517608598,1579.875,1.725,-1,1.1431629650358348,2,0,0,0
18,male,88.4,187.6,sedentary,lose,5.7,47.18598766006151,2,1,3.24,5,4.5211142156698845,1892,poor,5,good,1.876,25.118089115797808,1971.5,1.2,-1,8.27824199681044,5,1,2,1
22,female,75.0,158.8,light,maintain,9.7,42.62119954128806,3,0,2.78,4,2.653517723409681,1884,good,5,good,1.588,29.74132187882671,1471.5,1.375,0,4.393937644056744,5,0,1,1
26,male,92.2,169.2,light,lose,8.2,52.08325762624587,4,2,1.78,3,2.878817512159724,2177,good,2,avg,1.692,32.205511683405156,1854.5,1.375,-1,6.351616009101203,2,1,1,0
29,male,76.5,177.9,sedentary,lose,7.5,18.50499258992716,4,1,2.14,3,2.007797641419505,1658,avg,3,good,1.7790000000000001,24.171830433187637,1736.875,1.2,-1,2.467332016346019,3,1,0,1
43,female,82.7,170.3,very_active,maintain,6.8,19.615885118647338,3,2,1.63,5,2.3200204917770493,2889,avg,4,good,1.703,28.515186319330777,1515.375,1.9,0,2.8846885638174666,4,0,0,1
31,male,66.1,171.5,light,maintain,9.1,71.34306102623597,3,1,2.56,5,4.531090780567107,2180,good,5,good,1.715,22.47362918511844,1582.875,1.375,0,7.83989595454286,5,1,1,1
19,male,70.2,166.5,active,gain,6.8,55.494562161914445,2,1,0.98,3,2.699394197973773,3150,avg,2,avg,1.665,25.32261991721451,1652.625,1.725,1,8.160963823669208,2,1,0,0
34,male,80.9,166.1,light,gain,4.8,48.804703056118925,5,1,1.46,0,1.0,2540,poor,-1,poor,1.661,29.323057818618224,1682.125,1.375,1,10.167644351765537,-1,1,2,2
31,female,89.4,169.2,sedentary,maintain,7.3,0.0,5,3,2.12,2,3.701168818376987,2057,avg,0,poor,1.692,31.227470113844046,1635.5,1.2,0,0.0,0,0,0,2
43,female,78.8,170.4,sedentary,lose,5.4,78.9424419826824,3,2,2.11,0,3.506224675862457,1361,poor,-1,poor,1.704,27.1385747977694,1477.0,1.2,-1,14.618968030317474,-1,0,2,2
30,male,69.0,159.4,active,maintain,7.3,27.70140592768477,5,2,2.05,2,3.334179803689761,2736,avg,1,avg,1.594,27.156416234656625,1541.25,1.725,0,3.794712620955089,1,1,0,0
44,male,86.5,169.4,sedentary,maintain,8.7,34.322569794685776,3,0,1.2,3,2.5888274325336904,1996,good,3,good,1.694,30.143195861774807,1708.75,1.2,0,3.9451225114440542,3,1,1,1
26,male,43.7,184.1,very_active,maintain,4.8,41.18918154799909,5,3,1.18,1,3.4248907550365444,2723,poor,-2,poor,1.841,12.893590115425662,1462.625,1.9,0,8.581077701441956,-2,1,2,2
43,female,52.9,166.2,light,gain,5.8,34.113255662485074,3,3,1.7,2,3.2771333151973754,1914,poor,0,poor,1.662,19.151095992968035,1191.75,1.375,1,5.88159478980867,0,0,2,2
42,female,78.2,158.9,sedentary,maintain,8.1,25.700614663369485,5,1,0.57,4,2.2686708768953467,1544,good,3,good,1.589,30.971266031689705,1404.125,1.2,0,3.172914998821542,3,0,1,1
32,male,70.2,168.6,moderate,maintain,6.4,33.625846597473526,2,2,2.6,5,2.797089701054587,2345,avg,4,good,1.686,24.695735869606516,1600.75,1.55,0,5.254037709911846,4,1,0,1
42,female,77.3,163.6,sedentary,lose,7.5,45.912092570604045,4,1,2.56,5,3.5822003432265013,1241,avg,5,good,1.636,28.881044470083275,1424.5,1.2,-1,6.121611526532336,5,0,0,1
39,female,70.8,158.0,sedentary,gain,7.5,51.219988071337816,5,0,2.36,1,3.654554453753609,1890,avg,2,avg,1.58,28.360839609037008,1339.5,1.2,1,6.829330832267598,2,0,0,0
32,female,76.9,171.3,active,maintain,8.2,60.49447163715691,3,5,2.02,2,2.593603734132824,2575,good,-2,poor,1.713,26.20665635439851,1518.625,1.725,0,7.377373690217468,-2,0,1,2
41,female,60.2,163.6,light,lose,6.2,2.561203223932601,2,2,1.79,0,5.0,1377,avg,-1,poor,1.636,22.49209414099629,1258.5,1.375,-1,0.41309722755409245,-1,0,0,2
47,male,76.8,164.4,light,lose,3.7,16.352055524346547,2,1,0.77,4,3.269314407407871,1757,poor,3,good,1.6440000000000001,28.41564991919299,1565.5,1.375,-1,4.419473271587371,3,1,2,1
28,female,81.9,171.4,sedentary,lose,7.5,51.3238635797844,4,0,2.55,1,2.862200300652058,1575,avg,2,avg,1.714,27.878041906245365,1589.25,1.2,-1,6.8431808982138005,2,0,0,0
48,female,84.6,156.2,sedentary,lose,5.0,0.0,2,1,2.11,2,2.5080128094200105,1266,poor,2,avg,1.5619999999999998,34.6743480320873,1421.25,1.2,-1,0.0,2,0,2,0
33,male,94.2,154.3,light,maintain,8.2,34.03976205343609,4,0,3.11,3,4.726932580679787,2472,good,4,good,1.5430000000000001,39.565717943473096,1746.375,1.375,0,4.151189988078794,4,1,1,1
46,male,72.9,176.0,light,lose,6.9,10.351110886010003,5,0,1.98,4,4.6065498347805685,1866,avg,5,good,1.76,23.53434917355372,1604.0,1.375,-1,1.5001607805578583,5,1,0,1
34,female,73.3,152.6,moderate,gain,6.6,43.77940420206089,5,1,1.86,1,1.9909959892516171,2285,avg,1,avg,1.526,31.47711403389737,1355.75,1.55,1,6.633242055881642,1,0,0,0
43,female,51.7,161.2,light,gain,7.9,8.87304109212901,5,0,1.4,2,1.6566485723107078,1844,good,2,avg,1.6119999999999999,19.895757008540173,1148.5,1.375,1,1.123169616323974,2,0,1,0
21,male,63.6,153.8,moderate,maintain,4.7,21.01054416936303,3,3,2.34,2,2.454533597683785,2365,poor,0,poor,1.538,26.887129858073155,1497.25,1.55,0,4.4703275955394535,0,1,2,2
18,male,67.7,165.6,sedentary,maintain,6.7,22.73939091447175,5,3,2.38,1,4.662378628740672,1896,avg,-1,poor,1.656,24.68698219328339,1627.0,1.2,0,3.3939384359004943,-1,1,0,2
25,male,82.6,173.9,sedentary,maintain,7.6,36.158650233865465,4,2,2.93,4,3.1479963880429978,2234,good,3,good,1.739,27.313721904646005,1792.875,1.2,0,4.757716510019599,3,1,1,1
34,female,62.7,171.0,sedentary,lose,7.3,53.95804937050052,5,3,2.64,5,2.1885430446263463,1151,avg,3,good,1.71,21.442495126705655,1364.75,1.2,-1,7.3915125998613584,3,0,0,1
20,female,79.6,191.5,moderate,lose,6.4,55.79873363094136,2,1,1.69,0,2.695346280129427,2381,avg,0,poor,1.915,21.705785709903264,1731.875,1.55,-1,8.71855076756103,0,0,0,2
46,male,70.0,179.8,moderate,maintain,6.4,35.12356127677929,4,1,1.04,1,3.40034206986499,2387,avg,0,poor,1.798,21.65302938254221,1598.75,1.55,0,5.488055591988077,0,1,0,2
37,female,67.9,161.6,sedentary,gain,9.0,2.258627957347173,5,2,2.7,0,3.976012734524267,1817,good,-1,poor,1.6159999999999999,26.000820997941386,1343.0,1.2,1,0.250958634043171,-1,0,1,2
32,male,73.0,159.2,sedentary,gain,8.2,94.49032838157822,3,1,1.69,2,4.287573888707952,2181,good,2,avg,1.5919999999999999,28.80293426933664,1570.0,1.2,1,11.523209372971813,2,1,1,0
32,female,65.3,194.4,moderate,gain,6.1,27.870433260868417,4,4,1.72,2,2.736878827403937,2615,avg,-1,poor,1.944,17.279081779539027,1547.0,1.55,1,4.568922736384538,-1,0,0,2
48,male,64.9,179.6,active,maintain,8.8,36.84278032314232,4,0,1.79,5,3.182903269239488,2728,good,6,good,1.796,20.120187895893373,1536.5,1.725,0,4.186679106416275,6,1,1,1
41,male,49.5,175.3,moderate,gain,8.0,36.05659051567427,4,2,3.36,4,1.89875126251881,2377,good,3,good,1.7530000000000001,16.10799057210701,1390.625,1.55,1,4.507073251075128,3,1,1,1
39,female,67.0,170.7,sedentary,maintain,7.6,38.84547402261991,3,2,2.33,0,2.931336510384528,1606,good,-1,poor,1.7069999999999999,22.993641743274964,1380.875,1.2,0,5.111245909391316,-1,0,1,2
31,female,64.2,172.5,moderate,lose,7.7,8.823492398698633,5,2,2.56,1,3.00156625462357,1859,good,0,poor,1.725,21.575299306868303,1404.125,1.55,-1,1.1459079549078803,0,0,1,2
43,female,63.8,156.7,moderate,maintain,5.5,40.964320154197495,2,1,3.03,2,2.522180308021757,1811,poor,2,avg,1.567,25.982604686887214,1241.375,1.55,0,7.448056855661934,2,0,2,0
45,female,75.0,171.4,light,gain,9.0,75.53754240837986,2,1,2.21,3,1.119864691517201,2242,good,3,good,1.714,25.529342404986593,1435.25,1.375,1,8.393059335035614,3,0,1,1
40,female,77.9,170.6,light,lose,8.2,0.0,3,2,1.63,1,3.1867141515888027,1703,good,0,poor,1.706,26.765749186719795,1484.25,1.375,-1,0.0,0,0,1,2
31,female,72.8,161.9,light,lose,7.3,30.80782744965444,2,0,1.08,4,4.0967424812821935,1462,avg,4,good,1.619,27.773952076961315,1423.875,1.375,-1,4.220249757452696,4,0,0,1
41,male,81.9,165.2,sedentary,lose,7.3,1.9608467165493764,4,0,1.69,3,2.217396767992577,1504,avg,4,good,1.652,30.00984938646531,1651.5,1.2,-1,0.26860910245757175,4,1,0,1
19,female,76.9,183.6,very_active,lose,6.9,54.72186971876948,4,0,2.21,2,2.220121239996456,2746,avg,3,good,1.8359999999999999,22.81292570283984,1660.5,1.9,-1,7.930704606965923,3,0,0,1
30,male,66.5,168.9,active,lose,6.3,58.5283643802562,2,0,2.36,2,2.982714425836221,2245,avg,3,good,1.689,23.31107738892096,1575.625,1.725,-1,9.290215093657318,3,1,0,1
43,male,64.4,188.6,light,maintain,7.7,26.80869758426836,4,1,1.78,1,4.094528145320779,2155,good,1,avg,1.886,18.105165144970645,1612.75,1.375,0,3.4816485847558147,1,1,1,0
31,female,73.8,154.3,sedentary,gain,6.0,31.5222481245078,3,0,1.53,4,3.3559222709356056,1870,poor,5,good,1.5430000000000001,30.99734590475918,1386.375,1.2,1,5.2537071451334425,5,0,2,1
44,male,76.9,165.3,moderate,gain,7.2,7.976161938928136,4,1,1.79,2,3.739326472973212,2729,avg,2,avg,1.653,28.143663704811395,1587.125,1.55,1,1.1078001154344472,2,1,0,0
41,male,86.8,156.1,light,gain,7.1,0.0,3,1,1.7,2,3.770485581350336,2498,avg,2,avg,1.561,35.62164072128077,1643.625,1.375,1,0.0,2,1,0,0
36,female,84.3,159.1,sedentary,lose,7.5,23.24504493265516,5,0,2.82,3,2.918233240108946,1416,avg,4,good,1.591,33.3032958411176,1496.375,1.2,-1,3.0993389111088328,4,0,0,1
24,female,63.5,162.5,light,lose,8.2,24.657322912985805,4,0,2.8,2,3.2580921996590275,1455,good,3,good,1.625,24.047337278106507,1369.625,1.375,-1,3.006990232438485,3,0,1,1
20,female,68.8,172.8,light,lose,7.5,31.075760042748843,5,2,2.3,2,2.254293539525232,1624,avg,1,avg,1.7280000000000002,23.04098079561042,1507.0,1.375,-1,4.14343411990863,1,0,0,0
32,male,78.1,172.4,sedentary,gain,7.9,0.0,2,0,1.62,4,1.552482997808199,2265,good,5,good,1.724,26.27704415889234,1703.5,1.2,1,0.0,5,1,1,1
40,female,82.8,163.9,moderate,lose,4.5,0.0,2,1,2.13,4,2.5832263345977067,1942,poor,4,good,1.639,30.822824226888745,1491.375,1.55,-1,0.0,4,0,2,1
31,female,81.3,149.9,sedentary,maintain,7.6,0.0,4,1,2.75,0,3.552032827080841,1677,good,0,poor,1.499,36.181559331749284,1433.875,1.2,0,0.0,0,0,1,2
28,female,69.2,183.3,active,lose,7.1,32.0774697139351,3,3,2.08,3,1.0,2162,avg,1,avg,1.8330000000000002,20.59591849611698,1536.625,1.725,-1,4.517952844504544,1,0,0,0
32,female,55.0,167.4,active,lose,7.5,44.631671710292856,3,3,2.19,3,1.0766248138633108,1756,avg,1,avg,1.6740000000000002,19.626903274338428,1275.25,1.725,-1,5.950888767920545,1,0,0,0
45,male,58.0,160.0,moderate,lose,6.3,0.9356137482302316,3,0,2.3,4,2.806815022629953,1627,avg,5,good,1.6,22.656249999999996,1360.0,1.55,-1,0.14851009519367245,5,1,0,1
30,female,73.3,172.5,light,maintain,8.5,23.10341688016532,3,1,2.0,4,4.374017405744696,1939,good,4,good,1.725,24.633480361268635,1500.125,1.375,0,2.718048724954894,4,0,1,1
35,male,74.1,171.8,light,lose,7.3,15.527562636730334,3,1,2.33,2,1.8475008295063515,1863,avg,2,avg,1.7180000000000002,25.105674221182,1644.75,1.375,-1,2.1270630835160618,2,1,0,0
43,female,56.8,167.1,moderate,lose,6.0,80.80012130902637,3,0,1.04,3,5.0,1443,poor,3,good,1.671,20.342083652521396,1236.375,1.55,-1,13.466684640390287,3,0,2,1
23,male,70.5,171.3,active,maintain,6.3,20.379858738784783,3,1,1.67,1,3.343407143716654,2869,avg,1,avg,1.713,24.025608231275616,1665.625,1.725,0,3.234897699029696,1,1,0,0
20,male,77.6,159.6,sedentary,maintain,8.2,19.324172543539927,2,3,2.8,1,2.543621298412837,2111,good,-1,poor,1.5959999999999999,30.464632759844473,1678.5,1.2,0,2.3566061203577817,-1,1,1,2
36,male,56.2,176.8,light,maintain,6.9,9.600077872294602,5,3,1.91,3,2.29686122818555,1946,avg,1,avg,1.768,17.979259228926516,1492.0,1.375,0,1.3913154320259664,1,1,0,0
32,female,83.3,161.0,light,gain,7.0,0.0,5,0,2.54,5,2.1037949458340277,2347,avg,6,good,1.61,32.13610586011342,1518.25,1.375,1,0.0,6,0,0,1
49,male,65.5,164.5,light,maintain,6.7,46.16206701352547,2,2,1.65,0,2.8306878431987457,1899,avg,-1,poor,1.645,24.20524570172116,1443.125,1.375,0,6.889859719950112,-1,1,0,2
42,female,85.1,175.8,light,lose,8.3,23.33915574213177,2,0,2.29,5,2.870993750634913,1755,good,6,good,1.758,27.53542719063575,1578.75,1.375,-1,2.8119461361669438,6,0,1,1
40,female,63.6,180.8,very_active,maintain,7.6,20.29071194489642,2,2,1.38,3,3.563456178255789,2800,good,1,avg,1.808,19.45630041506774,1405.0,1.9,0,2.669830167771875,1,0,1,0
22,female,57.7,184.3,light,maintain,5.5,34.55914712347941,4,1,2.1,3,3.133211157038792,2101,poor,3,good,1.8430000000000002,16.987330748629013,1457.875,1.375,0,6.2834801527271384,3,0,2,1
45,female,64.5,179.5,light,maintain,5.7,0.0,3,1,1.01,1,4.007795515810802,2008,poor,0,poor,1.795,20.018466647527564,1380.875,1.375,0,0.0,0,0,2,2
27,female,68.9,167.1,very_active,gain,7.0,74.2642695510231,5,0,2.96,5,3.0513210006969893,2956,avg,6,good,1.671,24.67552048694937,1437.375,1.9,1,10.609179848834751,6,0,0,1
24,male,65.3,156.1,light,gain,6.2,0.0,2,1,2.54,1,3.290592521473687,2303,avg,1,avg,1.561,26.798308054143252,1513.625,1.375,1,0.0,1,1,0,0
42,female,67.4,182.6,active,maintain,4.2,74.40873705448811,3,0,2.58,0,3.2162841338065227,2418,poor,1,avg,1.8259999999999998,20.2142834006543,1444.25,1.725,0,17.716361747172943,1,0,2,0
34,male,74.0,182.3,sedentary,lose,6.0,29.626824181406818,3,0,1.66,0,2.292463029514231,1698,poor,1,avg,1.8230000000000002,22.266829435183812,1714.375,1.2,-1,4.937803207267268,1,1,2,0
24,male,67.9,164.0,very_active,gain,6.6,20.342499868772776,3,0,2.05,3,4.431245690353073,3281,avg,4,good,1.64,25.24538964901845,1589.0,1.9,1,3.0821964828145902,4,1,0,1
39,male,69.2,178.3,sedentary,maintain,6.5,46.778628221954335,3,0,1.91,1,2.175396717604503,2070,avg,2,avg,1.7830000000000001,21.767242125023863,1616.375,1.2,0,7.196710926960524,2,1,0,0
43,male,49.5,167.0,very_active,maintain,7.9,21.340434214506484,4,1,0.3,4,1.573497244342817,2611,good,3,good,1.67,17.748933271182185,1328.75,1.9,0,2.7013204447070933,3,1,1,1
47,male,74.7,183.5,sedentary,gain,4.1,53.29503695087982,5,3,1.46,2,1.8428301740928397,2201,poor,-1,poor,1.835,22.18443970925614,1663.875,1.2,1,12.9987863297789,-1,1,2,2
